Date,rDIS,rDIS_ex,rM_ex,rSmB,rHmL,rRmW,rCmA,rf,MoM
1/10/1979,-0.077639051,-0.086339051,-0.081,-0.0346,-0.0186,0.0104,0.0024,0.0087,0.0212
1/9/1979,0.006248862,-0.002051138,-0.0082,-0.0027,-0.0087,0.0102,0.0054,0.0083,0.0534
1/8/1979,0.01587162,0.00817162,0.0553,0.0197,-0.0155,0.0158,-0.0145,0.0077,-0.0023
1/7/1979,0.166666077,0.158966077,0.0082,0.0124,0.017,-0.002,0.0059,0.0077,-0.0109
1/6/1979,-0.014595893,-0.022695893,0.0385,0.0099,0.0148,-0.0161,-0.0045,0.0081,0.0082
1/5/1979,-0.092717201,-0.100917201,-0.0221,0.005,0.0192,-0.0088,-0.0084,0.0082,-0.002
1/4/1979,-0.038215669,-0.046215669,-0.0006,0.024,0.0105,0.0105,0.0021,0.008,0.0081
1/3/1979,0.057239913,0.049139913,0.0568,0.0316,-0.0067,0.0062,0.0028,0.0081,0.0288
1/2/1979,-0.102720411,-0.110020411,-0.0356,0.0055,0.012,-0.0114,0.0104,0.0073,-0.0106
1/1/1979,0.031152898,0.023452898,0.0423,0.0384,0.0227,-0.025,0.0157,0.0077,-0.0124
1/12/1978,0.055921859,0.048121859,0.0088,0.0107,-0.0219,0.0196,-0.0138,0.0078,0.0305
1/11/1978,0.051901856,0.044901856,0.0271,0.0285,-0.0222,0.0109,-0.0121,0.007,0.0552
1/10/1978,-0.152492701,-0.159292701,-0.1191,-0.1005,0.0136,0.0017,0.0103,0.0068,-0.0839
1/9/1978,-0.00872072,-0.01492072,-0.0143,-0.0028,0.0187,-0.0068,0.018,0.0062,-0.0311
1/8/1978,0.017751044,0.012151044,0.0375,0.0493,-0.0046,0.0139,0.0042,0.0056,0.0282
1/7/1978,0.056251698,0.050651698,0.0511,0.0015,-0.0111,0.0158,-0.0078,0.0056,0.0422
1/6/1978,-0.033233753,-0.038633753,-0.0169,0.0159,0.0059,-0.0144,-0.0002,0.0054,0.0278
1/5/1978,0.071199993,0.066099993,0.0176,0.0456,-0.0062,0.0027,0.0036,0.0051,0.0285
1/4/1978,0.193048142,0.187648142,0.0788,-0.0031,-0.0354,0.0282,-0.0135,0.0054,0.0085
1/3/1978,0,-0.0053,0.0285,0.0372,0.012,-0.006,0.0188,0.0053,0.0137
1/2/1978,-0.022640992,-0.027240992,-0.0138,0.0367,0.0076,0.0036,0.0104,0.0046,0.019
1/1/1978,-0.171875047,-0.176775047,-0.0601,0.0269,0.0331,-0.0167,0.0153,0.0049,-0.0072
1/12/1977,-0.064326979,-0.069226979,0.0027,0.016,-0.0037,0.0094,-0.0065,0.0049,0.0156
1/11/1977,0.179310799,0.174310799,0.04,0.0362,0.0031,-0.0005,0.0065,0.005,0.0219
1/10/1977,-0.082278672,-0.087178672,-0.0438,0.015,0.0172,-0.003,-0.0046,0.0049,-0.0013
1/9/1977,-0.021672321,-0.025972321,-0.0027,0.0156,-0.0049,0.0123,-0.0084,0.0043,0.0206
1/8/1977,0.087542261,0.083142261,-0.0175,0.0089,-0.0279,0.0096,-0.0062,0.0044,-0.0178
1/7/1977,0.00677842,0.00257842,-0.0169,0.0182,-0.0059,0.0083,0.0001,0.0042,0.0031
1/6/1977,0.143412604,0.139412604,0.0471,0.0207,-0.0064,0.0088,-0.0122,0.004,0.0177
1/5/1977,-0.078574012,-0.082274012,-0.0145,0.0128,0.0084,0.0033,0.0011,0.0037,0.0201
1/4/1977,0.007196371,0.003396371,0.0015,0.0059,0.0345,-0.0203,0.0116,0.0038,0.0422
1/3/1977,-0.08552644,-0.08932644,-0.0137,0.0129,0.0102,-0.0032,-0.0009,0.0038,0.0049
1/2/1977,-0.078787984,-0.082287984,-0.0194,0.0111,0.005,-0.0013,-0.0019,0.0035,0.0035
1/1/1977,-0.126983766,-0.130583766,-0.0405,0.059,0.0426,-0.0053,0.0193,0.0036,0.0398
1/12/1976,0.098835756,0.094835756,0.0565,0.0361,0.0222,-0.0062,0.0223,0.004,0.0077
1/11/1976,-0.070270298,-0.074270298,0.0036,0.0265,0.0151,-0.0139,0.0008,0.004,0.029
1/10/1976,-0.033942572,-0.038042572,-0.0242,0.0016,-0.0013,-0.0022,-0.0031,0.0041,-0.0048
1/9/1976,-0.027917342,-0.032317342,0.0207,0.0012,-0.0029,0.0099,-0.0114,0.0044,0.0024
1/8/1976,-0.005051992,-0.009251992,-0.0056,-0.0203,0.0079,-0.0046,-0.0059,0.0042,-0.0085
1/7/1976,-0.125827004,-0.130527004,-0.0107,0.0062,0.0174,-0.0109,0.0029,0.0047,-0.0012
1/6/1976,0.055945037,0.051645037,0.0405,-0.0113,0.0068,-0.0059,0.0093,0.0043,-0.0042
1/5/1976,-0.011521934,-0.015221934,-0.0134,-0.0112,-0.0132,0.0247,-0.0142,0.0037,-0.011
1/4/1976,-0.106995982,-0.111195982,-0.0149,0.0014,-0.0006,0.0039,-0.011,0.0042,0.005
1/3/1976,0.014614103,0.010614103,0.0232,-0.0134,-0.0004,-0.0038,0.0109,0.004,0.0019
1/2/1976,0.006302373,0.002902373,0.0032,0.0797,0.0578,-0.0258,0.0384,0.0034,0.0036
1/1/1976,0.192981826,0.188281826,0.1216,0.0635,0.0858,-0.019,0.0236,0.0047,0.0446
1/12/1975,-0.033896776,-0.038696776,-0.016,-0.0003,0.0176,-0.0012,0.006,0.0048,-0.0012
1/11/1975,0.058974692,0.054874692,0.0264,-0.0107,0.0199,-0.0062,0.0171,0.0041,-0.0045
1/10/1975,0.104814308,0.099214308,0.0531,-0.0423,0.003,-0.0046,0.0227,0.0056,-0.0014
1/9/1975,-0.00842677,-0.01372677,-0.0426,0.0002,0.0034,0.0053,0.005,0.0053,0.0032
1/8/1975,-0.032607962,-0.037407962,-0.0285,-0.0279,-0.009,0.0103,-0.0089,0.0048,-0.0013
1/7/1975,-0.089109239,-0.093909239,-0.0659,0.0342,0.017,0.0043,0.0119,0.0048,0.0042
1/6/1975,-0.042655262,-0.046755262,0.0483,0.0132,0.0132,-0.0262,0.0106,0.0041,0.0006
1/5/1975,0.090441382,0.086041382,0.0519,0.0289,-0.0402,-0.0105,-0.0061,0.0044,-0.0047
1/4/1975,0.06318439,0.05878439,0.0423,-0.0059,-0.0111,0.0137,-0.0135,0.0044,0.0134
1/3/1975,0.151901413,0.147801413,0.0266,0.0398,0.0249,0.0123,-0.0125,0.0041,-0.0199
1/2/1975,0.305784863,0.301484863,0.0556,-0.0065,-0.0456,0.0115,-0.0214,0.0043,-0.0055
1/1/1975,0.415204711,0.409404711,0.1366,0.1279,0.0844,-0.0089,-0.0086,0.0058,-0.1389
1/12/1974,-0.033897573,-0.040897573,-0.0345,-0.0436,0,-0.0065,0.0323,0.007,0.0295
1/11/1974,-0.053476455,-0.058876455,-0.0451,-0.0144,-0.0016,-0.0339,0.0295,0.0054,0.0217
1/10/1974,0.080926899,0.075826899,0.161,-0.0685,-0.0999,-0.0003,-0.0294,0.0051,-0.005
1/9/1974,-0.366303058,-0.374403058,-0.1177,0.0146,0.0549,-0.0428,0.0591,0.0081,0.0432
1/8/1974,-0.052082124,-0.058082124,-0.0935,0.003,0.025,-0.0026,0.0255,0.006,0.03
1/7/1974,-0.167629882,-0.174629882,-0.0805,0.0199,0.0514,-0.0326,0.0458,0.007,0.0301
1/6/1974,-0.030813367,-0.036813367,-0.0283,-0.0002,0.0079,0.0062,0.0306,0.006,0.0237
1/5/1974,0.020000437,0.012500437,-0.0468,-0.0317,-0.0204,0.0508,0,0.0075,-0.0026
1/4/1974,-0.10714277,-0.11464277,-0.0529,-0.0063,0.0106,0.0286,0.0185,0.0075,0.02
1/3/1974,0.094973513,0.089373513,-0.0281,0.0264,-0.0011,0.0282,0.0036,0.0056,-0.0099
1/2/1974,0,-0.0058,-0.0047,0.0016,0.0254,-0.0193,0.0267,0.0058,0.0014
1/1/1974,-0.052910534,-0.059210534,-0.0017,0.1041,0.0599,-0.0301,0.0447,0.0063,-0.0882
1/12/1973,0.073863775,0.067463775,0.0061,-0.046,0.0409,-0.028,0.023,0.0064,0.1039
1/11/1973,-0.379189316,-0.384789316,-0.1275,-0.0725,0.0404,-0.0271,0.0149,0.0056,0.0863
1/10/1973,-0.104265904,-0.110765904,-0.0083,-0.0026,0.0174,-0.0194,0.0259,0.0065,0.0675
1/9/1973,-0.07725861,-0.08405861,0.0475,0.0354,0.0218,-0.023,0.0182,0.0068,-0.0703
1/8/1973,-0.031073183,-0.038073183,-0.0382,-0.0175,0.0114,-0.0136,0.012,0.007,0.0342
1/7/1973,0.153094599,0.146694599,0.0505,0.0725,-0.0531,-0.001,-0.0345,0.0064,-0.1169
1/6/1973,-0.133992001,-0.139092001,-0.0156,-0.0254,0.0144,-0.0027,0.0022,0.0051,0.0431
1/5/1973,-0.001407522,-0.006507522,-0.0294,-0.0598,0.0021,0.0202,-0.0179,0.0051,0.0709
1/4/1973,-0.050803078,-0.056003078,-0.0568,-0.03,0.0569,-0.0163,0.0271,0.0052,0.064
1/3/1973,-0.02604188,-0.03064188,-0.013,-0.0231,0.0278,-0.0107,0.0073,0.0046,0.0362
1/2/1973,-0.099648533,-0.103748533,-0.0485,-0.0401,0.017,-0.0034,-0.0001,0.0041,0.0212
1/1/1973,-0.099260808,-0.103660808,-0.0329,-0.0279,0.0268,0.004,0.0092,0.0044,0.0371
1/12/1972,0.189699292,0.185999292,0.0062,-0.0182,-0.0227,0.026,-0.022,0.0037,0.0498
1/11/1972,0.024452863,0.020752863,0.046,-0.0053,0.0476,-0.0198,0.0335,0.0037,-0.0514
1/10/1972,0.089761233,0.085761233,0.0052,-0.0253,0.0137,-0.0012,-0.0005,0.004,0.0075
1/9/1972,-0.050598869,-0.053998869,-0.0114,-0.0225,0.0047,0.0167,-0.0198,0.0034,0.0175
1/8/1972,-0.013788258,-0.016688258,0.0326,-0.0353,0.0469,-0.0202,0.0295,0.0029,-0.0534
1/7/1972,0.020776556,0.017676556,-0.008,-0.0274,0.0078,0.0108,-0.0059,0.0031,0.0275
1/6/1972,0.006748341,0.003848341,-0.0243,-0.0035,-0.0251,0.0175,-0.0036,0.0029,0.0193
1/5/1972,0.109282326,0.106282326,0.0125,-0.0315,-0.0269,0.0233,-0.0185,0.003,0.0319
1/4/1972,0.050314333,0.047414333,0.0029,0.0015,0.0023,-0.0059,-0.0089,0.0029,0.029
1/3/1972,-0.046477584,-0.049177584,0.0063,-0.0049,-0.0173,0.0158,-0.0019,0.0027,0.0291
1/2/1972,0.052050777,0.049550777,0.0287,0.0096,-0.0276,0.0165,-0.0052,0.0025,0.027
1/1/1972,0.15272721,0.14982721,0.0249,0.0633,0.0199,-0.0148,0.0029,0.0029,0.0024
1/12/1971,0.17773177,0.17403177,0.0871,0.0327,-0.0035,-0.0043,-0.0183,0.0037,-0.0068
1/11/1971,0.079766907,0.076066907,-0.0046,-0.029,-0.017,0.0245,-0.0036,0.0037,0.0148
1/10/1971,-0.002305285,-0.006005285,-0.0442,-0.0165,-0.0043,0.0148,-0.0124,0.0037,0.0046
1/9/1971,-0.05349365,-0.05719365,-0.0085,0.0019,-0.0296,0.0259,-0.0156,0.0037,0.0209
1/8/1971,0.12392416,0.11922416,0.0379,-0.0018,0.0267,-0.0034,0.026,0.0047,0.0351
1/7/1971,-0.106358595,-0.110358595,-0.045,-0.0141,0.0017,0.0048,0.0162,0.004,-0.0237
1/6/1971,-0.06076325,-0.06446325,-0.001,-0.0145,-0.0206,0.0152,-0.0174,0.0037,0.0272
1/5/1971,0.074116896,0.071216896,-0.0398,-0.0117,-0.0138,0.0146,0.003,0.0029,0.0089
1/4/1971,0.11881153,0.11601153,0.0315,-0.0037,0.0072,-0.0156,0.0072,0.0028,0.0132
1/3/1971,0.136426059,0.133426059,0.0413,0.0215,-0.0404,0.0197,-0.0269,0.003,-0.0121
1/2/1971,0.118805362,0.115505362,0.0141,0.0205,-0.0129,0.0065,-0.0072,0.0033,0.0081
1/1/1971,0.123783587,0.119983587,0.0484,0.0754,0.0138,-0.0219,-0.0014,0.0038,-0.0671
1/12/1970,-0.057498718,-0.061698718,0.0572,0.0302,0.0101,0.0014,0.0028,0.0042,-0.0219
1/11/1970,0.244809774,0.240209774,0.0459,-0.04,0.0163,0.0175,0.0159,0.0046,0.0289
1/10/1970,0.022272924,0.017672924,-0.0228,-0.045,0.0027,0.0183,0.0238,0.0046,0.0961
1/9/1970,0.127990748,0.122590748,0.0418,0.0849,-0.0558,0.0024,-0.0593,0.0054,-0.0892
1/8/1970,0.017029685,0.011729685,0.0449,0.0154,0.0103,0.0057,-0.0015,0.0053,-0.065
1/7/1970,-0.124601666,-0.129801666,0.0693,-0.0069,0.0096,-0.0007,0.019,0.0052,-0.0294
1/6/1970,0.011855933,0.006055933,-0.0579,-0.0217,0.0087,0.0019,0.029,0.0058,0.0578
1/5/1970,-0.100775423,-0.106075423,-0.0692,-0.0442,0.036,-0.013,0.0362,0.0053,-0.0273
1/4/1970,-0.125425068,-0.130425068,-0.11,-0.063,0.0639,-0.0064,0.0588,0.005,-0.0073
1/3/1970,-0.000847798,-0.006547798,-0.0106,-0.024,0.0425,-0.0087,0.0443,0.0057,-0.0029
1/2/1970,0.041447477,0.035247477,0.0513,-0.0258,0.0404,-0.0228,0.0306,0.0062,0.0012
,,,,,,,,,0.0063
