Date,rDIS,rDIS_ex,rM_ex,rSmB,rHmL,rRmW,rCmA,rf,MoM
1/4/2000,0.057575835,0.052975835,-0.064,-0.0555,0.0861,0.0755,0.0527,0.0046,-0.0858
1/3/2000,0.213235438,0.208535438,0.052,-0.1491,0.0738,0.1168,-0.0105,0.0047,-0.0639
1/2/2000,-0.063683417,-0.067983417,0.0245,0.1832,-0.0993,-0.1833,-0.0051,0.0043,0.1836
1/1/2000,0.241453,0.237353,-0.0474,0.0415,-0.0029,-0.0605,0.0473,0.0041,0.0186
1/12/1999,0.058596191,0.054196191,0.0772,0.0542,-0.0874,-0.0791,-0.0529,0.0044,0.1319
1/11/1999,0.054066819,0.050466819,0.0337,0.059,-0.0651,-0.0385,-0.0158,0.0036,0.0562
1/10/1999,0.019230524,0.015330524,0.0612,-0.0709,-0.0288,-0.0171,-0.0125,0.0039,0.0547
1/9/1999,-0.063063078,-0.066963078,-0.0279,0.0256,-0.034,-0.0074,-0.0106,0.0039,0.0646
1/8/1999,0.006802699,0.002902699,-0.0138,-0.0193,-0.0131,-0.0029,0.0031,0.0039,0.0292
1/7/1999,-0.105476731,-0.109276731,-0.0349,0.0253,-0.0076,0.0048,0.0311,0.0038,0.0151
1/6/1999,0.057939994,0.053939994,0.0477,0.0225,-0.036,0.0132,-0.0337,0.004,0.0488
1/5/1999,-0.082677032,-0.086077032,-0.0246,0.0373,0.024,0.0109,0.0336,0.0034,-0.0528
1/4/1999,0.020080116,0.016380116,0.0433,0.0466,0.0253,-0.0242,0.0092,0.0037,-0.0906
1/3/1999,-0.115452539,-0.119752539,0.0345,-0.0429,-0.0265,-0.042,-0.0139,0.0043,-0.0129
1/2/1999,0.066287481,0.062787481,-0.0408,-0.0515,0.014,-0.0171,0.0409,0.0035,-0.0016
1/1/1999,0.100000026,0.096500026,0.035,-0.0075,-0.0403,-0.0269,-0.0686,0.0035,0.0304
1/12/1998,-0.06796105,-0.07176105,0.0616,-0.0151,-0.0446,-0.0075,-0.0333,0.0038,0.0899
1/11/1998,0.197406772,0.194306772,0.061,0.0064,-0.0315,-0.0124,-0.0115,0.0031,0.0116
1/10/1998,0.061576172,0.058376172,0.0713,-0.0351,-0.0221,0.0059,0.0028,0.0032,-0.0536
1/9/1998,-0.075170629,-0.079770629,0.0615,-0.0084,-0.0331,-0.0151,-0.0291,0.0046,-0.0071
1/8/1998,-0.202120244,-0.206420244,-0.1608,-0.0502,0.034,0.0347,0.0585,0.0043,0.0188
1/7/1998,-0.016656802,-0.020656802,-0.0246,-0.0532,-0.0096,0.0182,0.0045,0.004,0.0368
1/6/1998,-0.072295642,-0.076395642,0.0318,-0.0368,-0.0233,-0.0052,-0.0293,0.0041,0.0726
1/5/1998,-0.086782027,-0.090782027,-0.0307,-0.0311,0.0416,0.0096,0.0254,0.004,0.0188
1/4/1998,0.166861898,0.162561898,0.0073,-0.0002,0.0074,-0.0213,-0.0023,0.0043,0.0078
1/3/1998,-0.046342867,-0.050242867,0.0476,-0.0065,0.0105,-0.0102,-0.0047,0.0039,0.0215
1/2/1998,0.051676503,0.047776503,0.0704,-0.0002,-0.0013,-0.0086,-0.024,0.0039,-0.0115
1/1/1998,0.079545403,0.075245403,0.0015,-0.0141,-0.0145,0.0046,-0.0085,0.0043,0.0011
1/12/1997,0.042791409,0.037991409,0.0132,-0.0201,0.0345,0.0119,0.0192,0.0048,0.0395
1/11/1997,0.157905643,0.154005643,0.0298,-0.0503,0.0079,0.0307,0.0166,0.0039,0.0029
1/10/1997,0.021705544,0.017505544,-0.038,-0.0051,0.0195,0.0109,0.0187,0.0042,-0.0038
1/9/1997,0.049633549,0.045233549,0.0535,0.0256,0.0001,-0.0139,-0.0092,0.0044,0.0145
1/8/1997,-0.044561549,-0.048661549,-0.0415,0.0766,0.0138,-0.0093,-0.0002,0.0041,-0.0255
1/7/1997,0.007008831,0.002708831,0.0733,-0.0284,0.0082,-0.0024,-0.0256,0.0043,0.0381
1/6/1997,-0.019847049,-0.023547049,0.041,0.0126,0.0123,0.0101,0.0054,0.0037,0.0262
1/5/1997,0.007025761,0.002125761,0.0674,0.0465,-0.0387,-0.0097,-0.0291,0.0049,-0.0516
1/4/1997,0.121783646,0.117483646,0.0404,-0.0573,-0.0007,0.0326,-0.0089,0.0043,0.0492
1/3/1997,-0.018518092,-0.022818092,-0.0502,-0.0048,0.0381,0.0036,0.0167,0.0043,0.0096
1/2/1997,0.023844831,0.019944831,-0.0049,-0.0253,0.052,0.0069,0.0341,0.0039,-0.0205
1/1/1997,0.044803043,0.040303043,0.0498,-0.0182,-0.0165,0.013,-0.0028,0.0045,0.0195
1/12/1996,-0.055837511,-0.060437511,-0.017,0.0321,0.0089,0.0056,0.0151,0.0046,0.0061
1/11/1996,0.127374902,0.123274902,0.0625,-0.0379,0.0116,0.0199,-0.0073,0.0041,-0.0223
1/10/1996,0.041501691,0.037301691,0.0086,-0.0388,0.0512,0.0132,0.0298,0.0042,0.0391
1/9/1996,0.10964916,0.10524916,0.0501,-0.0133,-0.0315,0.0151,-0.0218,0.0044,0.027
1/8/1996,0.030721176,0.026621176,0.0277,0.0255,-0.0046,-0.0029,-0.0242,0.0041,-0.0005
1/7/1996,-0.115308337,-0.119808337,-0.0597,-0.0368,0.0445,0.0283,0.026,0.0045,-0.0011
1/6/1996,0.034979302,0.030979302,-0.0114,-0.0347,0.0156,0.0346,0.0109,0.004,0.0101
1/5/1996,-0.014977538,-0.019177538,0.0236,0.0317,-0.012,0.0042,-0.0022,0.0042,0.0155
1/4/1996,-0.029353974,-0.033953974,0.0206,0.0464,-0.0391,0.0018,-0.022,0.0046,-0.0091
1/3/1996,-0.024809386,-0.028709386,0.0073,0.0154,0.0101,0.013,-0.0097,0.0039,-0.0187
1/2/1996,0.019455134,0.015555134,0.0133,0.0182,-0.0142,0.004,-0.018,0.0039,0.0057
1/1/1996,0.096348953,0.092048953,0.0226,-0.0259,0.003,-0.0064,0.0228,0.0043,0.0056
1/12/1995,-0.020789983,-0.025689983,0.0103,0.0067,0.0087,-0.0133,0.0299,0.0049,0.0254
1/11/1995,0.048520081,0.044320081,0.0396,-0.0117,0.0095,-0.0083,0.0119,0.0042,-0.0064
1/10/1995,0.004356778,-0.000343222,-0.0152,-0.0405,-0.0074,0.0214,-0.0003,0.0047,0.0411
1/9/1995,0.02000056,0.01570056,0.0335,-0.0188,-0.0075,0.0133,0.0036,0.0043,0.0271
1/8/1995,-0.035713377,-0.040413377,0.0055,0.0183,0.0271,-0.0136,0.0164,0.0047,0.0009
1/7/1995,0.056306378,0.051806378,0.0372,0.021,-0.0167,0.0045,-0.017,0.0045,0.0253
1/6/1995,0,-0.0047,0.0272,0.0295,-0.0228,-0.0048,-0.0244,0.0047,0.029
1/5/1995,0.007327943,0.001927943,0.029,-0.0206,0.0172,0.0046,0.0009,0.0054,-0.0044
1/4/1995,0.035046331,0.030646331,0.0211,-0.0034,0.0227,0.0005,0.01,0.0044,0.018
1/3/1995,0.002342103,-0.002257897,0.0219,-0.0072,-0.011,-0.0033,0.0016,0.0046,0.0039
1/2/1995,0.054367887,0.050367887,0.0363,-0.0055,0.0109,0.0058,-0.0033,0.004,-0.0036
1/1/1995,0.105978169,0.101778169,0.018,-0.0276,0.0081,0.0061,-0.0083,0.0042,-0.0182
1/12/1994,0.057471201,0.053071201,0.0086,-0.0002,0.0054,0.0042,0.0031,0.0044,0.035
1/11/1994,0.107828787,0.104128787,-0.0404,0.0011,-0.0094,0.0081,-0.0044,0.0037,-0.002
1/10/1994,0.019354779,0.015554779,0.0134,-0.023,-0.0174,0.0058,-0.0062,0.0038,0.0143
1/9/1994,-0.060605853,-0.064305853,-0.0231,0.0267,-0.0191,0.006,0.0093,0.0037,0.0132
1/8/1994,-0.021296758,-0.024996758,0.0401,0.0129,-0.0281,0.0087,-0.0145,0.0037,0.0156
1/7/1994,0.018018115,0.015218115,0.0282,-0.0183,0.0062,-0.0089,0.0011,0.0028,0.0019
1/6/1994,-0.040345749,-0.043445749,-0.0303,-0.0052,0.0169,0.0116,0.0153,0.0031,-0.0082
1/5/1994,0.026194127,0.023094127,0.0058,-0.0246,0.002,0.009,0.007,0.0031,-0.0215
1/4/1994,0.011905301,0.009205301,0.0068,-0.0105,0.0168,0.0101,0.0112,0.0027,0.0041
1/3/1994,-0.125000445,-0.127700445,-0.0478,-0.0102,0.0129,0.0077,0.0127,0.0027,-0.0133
1/2/1994,0.020362737,0.018262737,-0.0255,0.0265,-0.0145,0.0245,-0.0103,0.0021,-0.0029
1/1/1994,0.108504548,0.106004548,0.0287,-0.0014,0.0209,-0.0229,0.0144,0.0025,0.0002
1/12/1993,0.068965758,0.066665758,0.0165,0.0136,0.0057,0.007,-0.0032,0.0023,0.0228
1/11/1993,-0.067989308,-0.070489308,-0.0189,-0.0143,-0.0027,0.0155,-0.0095,0.0025,-0.0471
1/10/1993,0.139072709,0.136872709,0.0141,0.0161,-0.0154,-0.001,0.006,0.0022,-0.0267
1/9/1993,-0.038216433,-0.040816433,-0.0012,0.0306,-0.0044,0.0077,-0.0008,0.0026,0.0341
1/8/1993,0.051563402,0.049063402,0.0371,0.0025,-0.0045,-0.0115,-0.0004,0.0025,0.0258
1/7/1993,-0.079754799,-0.082154799,-0.0034,0.009,0.0325,-0.0218,0.0203,0.0024,0.0325
1/6/1993,-0.073863533,-0.076363533,0.0031,0.0011,0.0262,-0.0106,0.0109,0.0025,0.0458
1/5/1993,0.084444748,0.082244748,0.0289,0.0188,-0.0341,-0.0001,-0.0118,0.0022,0.003
1/4/1993,-0.084269674,-0.086669674,-0.0305,-0.0086,0.0261,-0.0369,0.0152,0.0024,0.0033
1/3/1993,0.002816961,0.000316961,0.023,0.0005,0.0122,-0.0029,0.0092,0.0025,0.0374
1/2/1993,-0.023751371,-0.025951371,0.0012,-0.0342,0.0642,-0.005,0.0405,0.0022,0.031
1/1/1993,0.061046733,0.058746733,0.0093,0.0209,0.0587,-0.0177,0.0278,0.0023,0.0483
1/12/1992,0.019258949,0.016458949,0.0153,0.0164,0.0252,-0.0044,0.0075,0.0028,0.0444
1/11/1992,0.076356213,0.074056213,0.0413,0.0391,-0.0148,-0.0084,-0.0191,0.0023,-0.0034
1/10/1992,0.086207034,0.083907034,0.0102,0.0202,-0.021,0.0131,-0.008,0.0023,0.0271
1/9/1992,0.050724547,0.048124547,0.0119,0.0048,-0.0021,0.0153,-0.005,0.0026,0.0143
1/8/1992,-0.037412769,-0.040012769,-0.0238,-0.0042,-0.0103,0.0379,-0.0162,0.0026,-0.0051
1/7/1992,-0.003459988,-0.006559988,0.0377,-0.0061,-0.0053,0.0157,-0.0072,0.0031,0.0144
1/6/1992,-0.049342106,-0.052542106,-0.0234,-0.0271,0.034,-0.0003,0.0107,0.0032,-0.0061
1/5/1992,0.059978465,0.057178465,0.003,0.0021,0.0128,-0.0096,0.0043,0.0028,0.0013
1/4/1992,-0.038746979,-0.041946979,0.0107,-0.0573,0.0431,0.0171,0.0222,0.0032,-0.026
1/3/1992,-0.013820785,-0.017220785,-0.0266,-0.009,0.0365,-0.0008,0.0193,0.0034,-0.0036
1/2/1992,0.14691378,0.14411378,0.0109,0.0135,0.0637,0.0009,0.0204,0.0028,-0.0058
1/1/1992,0.192139545,0.188739545,-0.0059,0.0926,0.0451,-0.0133,0.0315,0.0034,-0.0251
1/12/1991,0.09307862,0.08927862,0.1084,-0.0242,-0.0403,0.0358,-0.0312,0.0038,0.083
1/11/1991,-0.100958085,-0.104858085,-0.0419,-0.0087,-0.0193,0.0108,0.0012,0.0039,0.0126
1/10/1991,0.041667278,0.037467278,0.0129,0.0095,-0.0043,-0.0173,-0.0029,0.0042,0.0323
1/9/1991,-0.040000563,-0.044600563,-0.0159,0.0155,-0.01,-0.0181,0.0016,0.0046,0.0173
1/8/1991,0.001448373,-0.003151627,0.0232,0.0144,-0.0078,0.0088,-0.0055,0.0046,0.0163
1/7/1991,0.082958986,0.078058986,0.0424,-0.0096,-0.0125,0.0161,-0.0141,0.0049,0.0431
1/6/1991,-0.03879255,-0.04299255,-0.0494,0.0017,0.0121,0.0175,0.0063,0.0042,0.0046
1/5/1991,0.025876959,0.021176959,0.0365,0.0017,-0.0057,0.0211,-0.0245,0.0047,-0.001
1/4/1991,-0.032563698,-0.037863698,-0.0028,0.0033,0.0142,0.0053,0.0071,0.0053,-0.024
1/3/1991,-0.035460913,-0.039860913,0.0265,0.0382,-0.0123,-0.0039,-0.0099,0.0044,0.0283
1/2/1991,0.161198986,0.156398986,0.0719,0.0396,-0.0054,-0.0027,-0.0016,0.0048,-0.0473
1/1/1991,0.066502892,0.061302892,0.0469,0.0386,-0.0184,0.0155,-0.0408,0.0052,-0.0653
1/12/1990,0.018820299,0.012820299,0.0246,0.0061,-0.0154,0.0286,-0.02,0.006,0.0016
1/11/1990,0.115801498,0.110101498,0.0635,-0.0006,-0.0316,0.0082,-0.0475,0.0057,-0.0562
1/10/1990,0.004138192,-0.002661808,-0.0192,-0.0507,0.0022,0.0287,-0.0049,0.0068,0.0673
1/9/1990,-0.114774129,-0.120774129,-0.0612,-0.0378,0.0073,-0.0016,0.0371,0.006,0.0553
1/8/1990,-0.117754092,-0.124354092,-0.1015,-0.0385,0.0158,-0.0043,0.0299,0.0066,0.0178
1/7/1990,-0.082846004,-0.089646004,-0.019,-0.0327,-0.0001,-0.0027,0.031,0.0068,0.0593
1/6/1990,-0.005814113,-0.012114113,-0.0109,0.0138,-0.0194,-0.01,-0.0034,0.0063,0.0243
1/5/1990,0.185752124,0.178952124,0.0842,-0.024,-0.0374,0.0165,-0.0157,0.0068,0.0305
1/4/1990,-0.005624296,-0.012524296,-0.0336,-0.004,-0.0255,0.0172,-0.0098,0.0069,0.024
1/3/1990,0.01484018,0.00844018,0.0183,0.0164,-0.029,0.0215,-0.0102,0.0064,0.0165
1/2/1990,0.065022651,0.059322651,0.0111,0.0118,0.0061,-0.0019,-0.0064,0.0057,-0.0053
1/1/1990,-0.070312653,-0.076012653,-0.0785,-0.0133,0.0087,-0.0113,0.0132,0.0057,-0.0328
1/12/1989,-0.131782747,-0.137882747,0.0116,-0.023,0.0028,-0.001,0.0145,0.0061,0.0281
1/11/1989,0.05360241,0.04670241,0.0103,-0.013,-0.0112,-0.0091,0.0147,0.0069,0.0258
1/10/1989,0.024819299,0.018019299,-0.0367,-0.0333,-0.0103,0,0.0002,0.0068,0.0137
1/9/1989,0.028723311,0.022223311,-0.0076,0.0046,-0.0134,0.014,0.0059,0.0065,0.034
1/8/1989,0.10963594,0.10223594,0.0144,0.0043,0.0072,0.0041,-0.005,0.0074,-0.0014
1/7/1989,0.136063064,0.129063064,0.072,-0.0404,-0.0284,0.0199,-0.0062,0.007,0.0544
1/6/1989,0.017473328,0.010373328,-0.0135,-0.0108,0.0219,0.0024,0.0152,0.0071,0.0065
1/5/1989,0.112945765,0.105045765,0.0335,-0.0001,-0.0082,0.0049,-0.0004,0.0079,0.0156
1/4/1989,0.084394853,0.077694853,0.0433,-0.007,-0.0145,0.0076,-0.0054,0.0067,0.0169
1/3/1989,0.060811261,0.054111261,0.0157,0.0076,0.0046,0.0001,0.0079,0.0067,0.0355
1/2/1989,0.004631486,-0.001468514,-0.0225,0.0267,0.0087,-0.0082,0.0189,0.0061,0.0094
1/1/1989,0.140685163,0.135185163,0.061,-0.0223,0.0051,-0.0103,0.0016,0.0055,-0.0014
1/12/1988,0.037475239,0.031175239,0.0149,0.0201,-0.0155,0.0064,-0.0037,0.0063,0.0042
1/11/1988,-0.025010962,-0.030710962,-0.0229,-0.0166,0.0124,-0.0031,0.016,0.0057,0.0042
1/10/1988,0.021194755,0.015094755,0.0115,-0.0295,0.0171,0.014,0.0104,0.0061,0.0131
1/9/1988,0.035927488,0.029727488,0.033,-0.0131,-0.0068,0.0172,-0.0048,0.0062,0.0024
1/8/1988,0.011771105,0.005871105,-0.0331,-0.0002,0.0203,-0.0076,0.0174,0.0059,0.0033
1/7/1988,0.001984438,-0.003115562,-0.0125,-0.0017,0.0227,-0.0059,0.0145,0.0051,0.0063
1/6/1988,0.086207281,0.081307281,0.0479,0.0219,-0.0107,0.0142,-0.0325,0.0049,-0.0291
1/5/1988,0.03079919,0.02569919,-0.0029,-0.0259,0.023,-0.007,0.0038,0.0051,0.0064
1/4/1988,-0.027484148,-0.032084148,0.0056,0.0112,0.0169,-0.0023,0.019,0.0046,0.0225
1/3/1988,-0.036659741,-0.041059741,-0.0227,0.0626,0.0074,-0.0016,0.0191,0.0044,0.0063
1/2/1988,0.073263449,0.068663449,0.0475,0.0332,-0.0165,0.0156,-0.0011,0.0046,-0.0154
1/1/1988,-0.018987332,-0.021887332,0.0421,-0.0054,0.0508,-0.0112,0.0209,0.0029,-0.0758
1/12/1987,0.131265124,0.127365124,0.0681,0.0009,-0.0449,0.0301,-0.0236,0.0039,0.0583
1/11/1987,-0.052036502,-0.055536502,-0.0777,0.0283,0.0314,-0.0192,0.0071,0.0035,-0.0115
1/10/1987,-0.277925354,-0.283925354,-0.2324,-0.0809,0.0423,0.0201,0.0239,0.006,-0.0786
1/9/1987,-0.031250266,-0.035750266,-0.0259,0.0037,0.0028,-0.009,0.0189,0.0045,0.0071
1/8/1987,0.109185762,0.104485762,0.0352,-0.009,-0.009,0.0203,-0.0159,0.0047,-0.0087
1/7/1987,0.013761601,0.009161601,0.0385,-0.0111,0.0066,-0.005,0.0156,0.0046,0.0267
1/6/1987,0.128906489,0.124106489,0.0394,-0.0229,0.0107,0.0173,0.0083,0.0048,-0.002
1/5/1987,-0.003891336,-0.007691336,0.0011,-0.0059,0.0013,0.0052,0.0132,0.0038,-0.0068
1/4/1987,0.047200793,0.042800793,-0.0211,-0.0155,-0.0033,-0.0046,0.0122,0.0044,0.0026
1/3/1987,0.050526876,0.045826876,0.0164,0.0021,0.0166,0.0136,0.0403,0.0047,0.016
1/2/1987,0.050884966,0.046584966,0.0439,0.0341,-0.0599,-0.009,-0.0276,0.0043,-0.0217
1/1/1987,0.340456235,0.336256235,0.1247,-0.0151,-0.0318,0.002,-0.0109,0.0042,0.021
1/12/1986,0,-0.0049,-0.0327,0.0007,0.0037,0.0083,-0.0003,0.0049,0.004
1/11/1986,-0.017094017,-0.020994017,0.0117,-0.0188,-0.0006,0.0112,0.0061,0.0039,-0.0032
1/10/1986,0.140003241,0.135403241,0.0466,-0.0233,-0.0132,0.0013,0.0089,0.0046,0.0269
1/9/1986,-0.134246912,-0.138746912,-0.086,0.0197,0.0319,-0.0005,0.0362,0.0045,-0.0586
1/8/1986,-0.056847502,-0.061447502,0.0607,-0.0436,0.0352,-0.0174,0.0324,0.0046,-0.0501
1/7/1986,-0.097661867,-0.102861867,-0.0645,-0.0354,0.0478,-0.0057,0.0061,0.0052,0.018
1/6/1986,0.164894299,0.159694299,0.0103,-0.0087,0.014,0.0183,0.0087,0.0052,0.0516
1/5/1986,0.047353206,0.042453206,0.0462,-0.0126,-0.0011,0.0208,0.0111,0.0049,0.0202
1/4/1986,0.232652745,0.227452745,-0.0131,0.0292,-0.0285,0.0291,0.0002,0.0052,-0.005
1/3/1986,0.077199489,0.071199489,0.0488,-0.0057,-0.0044,0.0112,0.0099,0.006,0.0245
1/2/1986,0.177591106,0.172291106,0.0713,-0.0076,-0.0094,0.0115,-0.0139,0.0053,0.0278
1/1/1986,0.050709995,0.045109995,0.0065,0.0101,0.0053,-0.0202,-0.0205,0.0056,0.0296
1/12/1985,0.140151638,0.133651638,0.0388,-0.0039,-0.0153,0.0097,-0.018,0.0065,-0.0013
1/11/1985,0.076087298,0.069987298,0.0648,0,-0.0287,0.0029,-0.0233,0.0061,-0.004
1/10/1985,0.100620325,0.094120325,0.0402,-0.0155,0.0078,0.0092,-0.0111,0.0065,0.0488
1/9/1985,-0.061538327,-0.067538327,-0.0454,-0.0181,0.0132,0.0116,0.0161,0.006,0.0148
1/8/1985,0.02582425,0.02032425,-0.0102,-0.0032,0.0228,-0.0004,0.0188,0.0055,0.0182
1/7/1985,-0.071904487,-0.078104487,-0.0074,0.0289,-0.0163,-0.0045,-0.0031,0.0062,-0.0394
1/6/1985,0.082859352,0.077359352,0.0127,0.0048,0.007,0.015,-0.0059,0.0055,0.0363
1/5/1985,0.135399686,0.128799686,0.0509,-0.0233,-0.0086,0.013,-0.0139,0.0066,0.04
1/4/1985,-0.023182347,-0.030382347,-0.0096,-0.001,0.0373,0.0159,0.0071,0.0072,0.0306
1/3/1985,0.011235874,0.005035874,-0.0084,-0.0148,0.041,0.0118,0.0294,0.0062,0.0168
1/2/1985,0.04706005,0.04126005,0.0122,0.01,-0.0012,0.0126,0.0103,0.0058,0.0182
1/1/1985,0.248592761,0.242092761,0.0799,0.0349,-0.0543,-0.0083,-0.0336,0.0065,-0.069
1/12/1984,0.021321686,0.014921686,0.0184,-0.0069,-0.0017,0.0121,-0.0126,0.0064,0.0154
1/11/1984,0.024015736,0.016715736,-0.0176,-0.0098,0.0408,0.0081,0.0208,0.0073,0.017
1/10/1984,-0.022625865,-0.032625865,-0.0084,-0.0143,0.0051,0.0117,-0.0116,0.01,0.0321
1/9/1984,0.044344518,0.035744518,-0.008,0,0.0532,0.014,0.0253,0.0086,0.0367
1/8/1984,0.068721659,0.060421659,0.1028,-0.003,-0.0185,-0.0089,-0.0081,0.0083,-0.0569
1/7/1984,0.118641905,0.110441905,-0.0274,-0.0222,0.0049,0.0369,-0.0217,0.0082,0.0293
1/6/1984,-0.241999383,-0.249499383,0.0182,0.0007,-0.026,0.0308,-0.0151,0.0075,-0.007
1/5/1984,-0.005964334,-0.013764334,-0.0597,0.0008,0.0026,0.0232,-0.005,0.0078,0.0152
1/4/1984,-0.054176518,-0.062276518,-0.0051,-0.0101,0.0129,0.0327,0.0076,0.0081,0.0205
1/3/1984,0.337499053,0.330199053,0.0063,-0.0028,0.0048,-0.0093,0.0109,0.0073,0.0109
1/2/1984,-0.111110431,-0.118210431,-0.0482,-0.0162,0.0336,0.0082,0.0157,0.0071,0.0019
1/1/1984,0.072665412,0.065065412,-0.0192,-0.0007,0.0763,-0.0093,0.03,0.0076,-0.0249
1/12/1983,0.093263741,0.085963741,-0.0178,-0.0047,0.0167,0.0159,0.0121,0.0073,0.0074
1/11/1983,-0.206839699,-0.213839699,0.0216,0.0188,-0.0062,-0.0048,0.0064,0.007,-0.0009
1/10/1983,-0.01411296,-0.02171296,-0.0344,-0.0382,0.0506,-0.0081,0.0297,0.0076,-0.0456
1/9/1983,0.053079966,0.045479966,0.0091,0.0025,0.0109,0.0121,0.0059,0.0076,-0.001
1/8/1983,-0.061316865,-0.068916865,-0.005,-0.0434,0.0555,0.0045,0.0195,0.0076,-0.0625
1/7/1983,-0.070110917,-0.077510917,-0.0407,0.0098,0.0562,-0.0003,0.0284,0.0074,-0.0313
1/6/1983,-0.098170468,-0.104870468,0.0307,0.0115,-0.0387,0.0252,-0.0089,0.0067,0.0178
1/5/1983,-0.036857881,-0.043757881,0.0052,0.0622,-0.014,-0.0185,-0.0153,0.0069,-0.0159
1/4/1983,0.025228058,0.018128058,0.0667,0.0049,0.006,-0.0016,0.016,0.0071,0.018
1/3/1983,0.021740389,0.015440389,0.0282,0.0142,0.0207,-0.0007,0.0281,0.0063,0.0093
1/2/1983,0.109461294,0.103261294,0.0259,0.029,0.0067,-0.0057,0.0102,0.0062,0.0383
1/1/1983,0.065217431,0.058317431,0.036,0.0328,-0.0086,-0.015,-0.0046,0.0069,-0.017
1/12/1982,-0.035314072,-0.042014072,0.0055,-0.0001,0.0001,-0.0007,0.0103,0.0067,0.0002
1/11/1982,-0.001894091,-0.008194091,0.0467,0.0453,-0.0196,-0.0105,0.0032,0.0063,0.0589
1/10/1982,0.171692753,0.165792753,0.113,0.0192,-0.0368,0.003,-0.0037,0.0059,0.0003
1/9/1982,0.046189432,0.041089432,0.0129,0.0257,0.0034,0.0212,-0.0004,0.0051,0.0417
1/8/1982,0.066503913,0.058903913,0.1114,-0.0429,0.0116,-0.0196,0.0018,0.0076,-0.0352
1/7/1982,-0.131616867,-0.142116867,-0.0319,0.0095,0.0015,0.0103,0.0154,0.0105,0.0447
1/6/1982,0.026199651,0.016599651,-0.0309,-0.0051,0.0154,0.0003,0.0272,0.0096,0.05
1/5/1982,0.002188602,-0.008411398,-0.0399,0.0056,0.0181,0.0091,-0.0009,0.0106,0.0255
1/4/1982,0.084119541,0.072819541,0.0327,0.0115,-0.0278,0.0151,-0.0015,0.0113,-0.0041
1/3/1982,0.03163021,0.02183021,-0.0187,0,0.0378,-0.0144,0.0237,0.0098,0.0293
1/2/1982,0.027500979,0.018300979,-0.0586,0.0037,0.061,-0.0338,0.0457,0.0092,0.05
1/1/1982,-0.04306347,-0.05106347,-0.0324,-0.0118,0.0317,-0.0152,0.0208,0.008,0.0173
1/12/1981,-0.041283469,-0.049983469,-0.0365,0.0119,0.0074,0.0019,0.0241,0.0087,0.0132
1/11/1981,0.03809513,0.02739513,0.0336,-0.0138,0.019,0.001,0.0063,0.0107,-0.0027
1/10/1981,0.122995335,0.110895335,0.0492,0.0224,-0.0421,0.0329,-0.0276,0.0121,0.0407
1/9/1981,-0.096619205,-0.109019205,-0.0717,-0.0249,0.052,-0.0002,0.0279,0.0124,0.0198
1/8/1981,-0.037209189,-0.050009189,-0.0704,-0.0181,0.0484,-0.0025,0.0146,0.0128,-0.0112
1/7/1981,-0.151873474,-0.164273474,-0.0154,-0.0197,-0.0066,0.0108,-0.0304,0.0124,-0.0252
1/6/1981,0.049688262,0.036188262,-0.0236,-0.0097,0.0513,-0.0135,0.0268,0.0135,-0.059
1/5/1981,0.034263222,0.022763222,0.0011,0.0245,-0.0043,0.0033,-0.016,0.0115,0.0375
1/4/1981,-0.044991325,-0.055791325,-0.0211,0.046,0.0226,0.0082,0.012,0.0108,-0.0096
1/3/1981,0.025156628,0.013056628,0.0356,0.0308,0.0067,-0.0234,-0.0053,0.0121,0.0074
1/2/1981,0.141148801,0.130448801,0.0057,-0.0049,0.0097,0.0019,0.0225,0.0107,-0.0139
1/1/1981,0.019513309,0.009113309,-0.0504,0.0337,0.0684,-0.0354,0.0435,0.0104,-0.0794
1/12/1980,0.009850408,-0.003249592,-0.0452,-0.0031,0.0268,-0.0125,0.0118,0.0131,-0.0665
1/11/1980,0.197642238,0.188042238,0.0959,-0.034,-0.0835,0.0453,-0.0574,0.0096,0.1524
1/10/1980,-0.103174784,-0.112674784,0.0106,0.0233,-0.0274,0.0167,-0.0122,0.0095,0.0732
1/9/1980,-0.052632713,-0.060132713,0.0219,0.0058,-0.0479,0.0203,-0.0281,0.0075,0.0544
1/8/1980,-0.058961642,-0.065361642,0.018,0.0426,-0.0264,0.021,-0.008,0.0064,0.0319
1/7/1980,0.104167652,0.098867652,0.0649,0.0393,-0.063,0.0394,-0.0246,0.0053,0.0037
1/6/1980,-0.042394627,-0.048494627,0.0306,0.0147,-0.0089,-0.0009,-0.0095,0.0061,0.0159
1/5/1980,0.066488632,0.058388632,0.0526,0.021,0.0039,0.0031,-0.0047,0.0081,-0.0111
1/4/1980,0.056180258,0.043580258,0.0397,0.01,0.0106,-0.0209,0.0054,0.0126,-0.0042
1/3/1980,0.025935981,0.013835981,-0.129,-0.0697,-0.0106,0.0138,-0.0134,0.0121,-0.0959
1/2/1980,-0.069705135,-0.078605135,-0.0122,-0.0149,0.0062,0.0011,0.0304,0.0089,0.0788
1/1/1980,0.038998089,0.030998089,0.0551,0.019,0.018,-0.0167,0.0201,0.008,0.0751
1/12/1979,0.136076964,0.126576964,0.0179,0.0434,-0.0198,-0.0067,-0.0101,0.0095,0.0478
1/11/1979,0.063972696,0.054072696,0.0521,0.0244,-0.0325,0.0011,-0.02,0.0099,0.0796
